Ticket_ID,Created_Date,Resolved_Date,Priority,Status,Channel,Category,Agent_ID,Customer_Name,Resolution_Time_Hours,SLA_Breached,Customer_Satisfaction
T04023,2025-01-09 00:00:00,2025-01-12 13:00:00,Critical,In Progress,Portal,Hardware Failure,A008,Crystal Moore,85,Yes,2
T04024,2025-06-29 00:00:00,2025-07-02 23:00:00,Critical,In Progress,Phone,Network Issue,A024,Michael Price,95,Yes,4
T04025,2025-05-26 00:00:00,2025-05-30 22:00:00,Critical,Resolved,Phone,Access Request,A003,Allison Clark,118,No,5
T04026,2025-12-08 00:00:00,2025-12-10 03:00:00,Low,Open,Email,Access Request,A001,Joseph James,51,No,1
T04027,2025-10-08 00:00:00,2025-10-10 19:00:00,Critical,Open,Portal,Network Issue,A024,Kevin Mendoza,67,Yes,4
T04028,2025-07-31 00:00:00,2025-08-01 16:00:00,Critical,In Progress,Portal,Access Request,A012,Sharon Porter,40,No,3
T04029,2025-11-19 00:00:00,2025-11-20 12:00:00,Critical,Closed,Email,Access Request,A022,Zachary Anderson,36,Yes,1
T04030,2025-11-03 00:00:00,2025-11-04 02:00:00,Low,Closed,Chat,Software Bug,A021,Beth Ruiz,26,Yes,4
T04031,2025-01-08 00:00:00,2025-01-09 13:00:00,Critical,In Progress,Chat,Hardware Failure,A014,Edward Stevenson,37,No,3
T04032,2025-05-11 00:00:00,2025-05-15 22:00:00,Medium,In Progress,Portal,Access Request,A002,Peter Perry,118,No,4
T04033,2025-03-08 00:00:00,2025-03-10 17:00:00,Low,Resolved,Portal,Hardware Failure,A012,Mr. Justin Wheeler,65,Yes,5
T04034,2025-10-11 00:00:00,2025-10-12 01:00:00,High,Closed,Portal,Login Issue,A019,Jessica Foley,25,Yes,4
T04035,2025-08-16 00:00:00,2025-08-17 12:00:00,High,Resolved,Email,Access Request,A013,Joseph Espinoza,36,No,2
T04036,2025-11-13 00:00:00,2025-11-14 04:00:00,Low,Closed,Phone,Software Bug,A002,Andrew Stein,28,Yes,5
T04037,2025-05-03 00:00:00,2025-05-03 06:00:00,Critical,Resolved,Portal,Access Request,A021,Cody Carroll,6,Yes,5
T04038,2025-05-16 00:00:00,2025-05-21 00:00:00,High,In Progress,Chat,Software Bug,A017,Justin Kelley,120,No,2
T04039,2025-11-01 00:00:00,2025-11-02 19:00:00,Low,In Progress,Email,Software Bug,A013,Jacob Young,43,Yes,2
T04040,2026-02-26 00:00:00,2026-02-27 07:00:00,Critical,Open,Email,Access Request,A018,Darrell Castillo,31,Yes,5
T04041,2025-04-18 00:00:00,2025-04-19 19:00:00,Critical,Resolved,Portal,Hardware Failure,A001,Miss Jean Rodriguez,43,No,3
T04042,2025-10-28 00:00:00,2025-11-01 07:00:00,Medium,Closed,Portal,Software Bug,A015,Joshua Rojas,103,No,1
T04043,2025-08-24 00:00:00,2025-08-26 08:00:00,Low,Open,Portal,Login Issue,A006,Kimberly Melton MD,56,Yes,5
T04044,2025-03-01 00:00:00,2025-03-05 08:00:00,Low,In Progress,Portal,Software Bug,A012,Emily Strickland,104,No,3
T04045,2025-12-30 00:00:00,2026-01-01 17:00:00,Low,Open,Chat,Login Issue,A011,Alice Gomez,65,Yes,1
T04046,2025-04-21 00:00:00,2025-04-22 04:00:00,Medium,Closed,Portal,Login Issue,A004,Michael Bowman,28,Yes,3
T04047,2025-09-21 00:00:00,2025-09-22 17:00:00,Low,Open,Phone,Access Request,A011,Mark Jones,41,No,3
T04048,2025-04-09 00:00:00,2025-04-13 06:00:00,Low,Open,Email,Login Issue,A006,Donald Howard,102,No,5
T04049,2026-02-20 00:00:00,2026-02-21 22:00:00,Low,Open,Chat,Access Request,A002,Michael Padilla,46,No,4
T04050,2026-01-18 00:00:00,2026-01-22 22:00:00,High,Open,Phone,Hardware Failure,A021,Stephanie Mullins,118,No,1
T04051,2025-01-19 00:00:00,2025-01-23 17:00:00,High,Open,Email,Access Request,A008,Connie Copeland,113,No,3
T04052,2025-09-30 00:00:00,2025-10-02 09:00:00,Critical,Closed,Email,Hardware Failure,A001,Jill Mcdonald,57,Yes,1
T04053,2025-11-25 00:00:00,2025-11-26 16:00:00,Medium,In Progress,Phone,Access Request,A023,Rachel Mason,40,No,5
T04054,2025-01-09 00:00:00,2025-01-11 15:00:00,Critical,Open,Phone,Access Request,A008,Kevin Jimenez,63,Yes,1
T04055,2026-02-21 00:00:00,2026-02-21 18:00:00,Medium,Resolved,Chat,Network Issue,A005,Dennis Pittman,18,Yes,1
T04056,2025-10-16 00:00:00,2025-10-20 16:00:00,Low,Open,Phone,Hardware Failure,A022,David Odonnell,112,Yes,3
T04057,2025-08-30 00:00:00,2025-09-01 16:00:00,High,Closed,Phone,Hardware Failure,A009,Jennifer Gray,64,Yes,3
T04058,2025-07-18 00:00:00,2025-07-20 04:00:00,Low,In Progress,Portal,Network Issue,A024,Brian Haynes,52,Yes,1
T04059,2025-11-29 00:00:00,2025-11-30 06:00:00,Critical,Resolved,Email,Hardware Failure,A011,Mrs. Nicole Marquez,30,No,1
T04060,2025-12-11 00:00:00,2025-12-11 12:00:00,Low,Open,Portal,Login Issue,A021,Teresa Leon,12,Yes,2
T04061,2025-10-05 00:00:00,2025-10-05 11:00:00,Medium,In Progress,Phone,Network Issue,A002,Elijah Smith,11,Yes,1
T04062,2025-06-16 00:00:00,2025-06-17 22:00:00,Critical,In Progress,Email,Hardware Failure,A005,Alisha Wagner,46,Yes,5
T04063,2025-02-28 00:00:00,2025-03-04 06:00:00,High,Closed,Email,Login Issue,A019,Randy Buckley,102,No,3
T04064,2025-11-21 00:00:00,2025-11-21 14:00:00,Critical,Open,Chat,Software Bug,A001,Angela Johnson,14,No,5
T04065,2025-03-25 00:00:00,2025-03-25 12:00:00,Medium,Open,Phone,Hardware Failure,A001,Katie Butler,12,Yes,1
T04066,2025-07-27 00:00:00,2025-07-31 05:00:00,Low,Open,Chat,Software Bug,A024,Emma Sullivan,101,No,3
T04067,2026-03-06 00:00:00,2026-03-06 06:00:00,Low,Closed,Email,Software Bug,A002,Emily Sharp,6,Yes,5
T04068,2025-05-20 00:00:00,2025-05-22 07:00:00,High,Resolved,Chat,Access Request,A012,Jeffrey Farley,55,Yes,5
T04069,2026-02-24 00:00:00,2026-02-26 04:00:00,High,Open,Portal,Network Issue,A023,Maureen Reynolds,52,No,1
T04070,2025-05-15 00:00:00,2025-05-16 20:00:00,Critical,In Progress,Chat,Access Request,A021,Dwayne Osborne,44,Yes,4
T04071,2025-09-07 00:00:00,2025-09-08 10:00:00,High,Open,Chat,Network Issue,A022,Jennifer Marshall,34,Yes,2
T04072,2025-05-29 00:00:00,2025-06-01 08:00:00,Critical,Closed,Portal,Network Issue,A011,Richard Hicks,80,Yes,3
T04073,2025-12-12 00:00:00,2025-12-16 02:00:00,High,Closed,Portal,Hardware Failure,A020,Kelsey Bautista,98,Yes,5
T04074,2026-03-26 00:00:00,2026-03-29 05:00:00,Medium,Open,Email,Hardware Failure,A010,Shannon Greene,77,No,3
T04075,2025-03-13 00:00:00,2025-03-15 20:00:00,Low,Closed,Chat,Hardware Failure,A017,Scott Moody,68,No,4
T04076,2025-10-26 00:00:00,2025-10-30 21:00:00,Medium,Closed,Phone,Access Request,A015,Katie Garza,117,No,1
T04077,2025-02-13 00:00:00,2025-02-13 16:00:00,Critical,In Progress,Portal,Hardware Failure,A001,Erin Patton,16,Yes,4
T04078,2025-06-07 00:00:00,2025-06-10 05:00:00,Medium,Resolved,Portal,Access Request,A020,David Ho,77,No,5
T04079,2025-09-05 00:00:00,2025-09-08 12:00:00,Low,Closed,Chat,Hardware Failure,A006,Ryan Ferguson,84,No,1
T04080,2026-01-17 00:00:00,2026-01-19 15:00:00,Low,In Progress,Email,Software Bug,A016,Tanya Carter,63,Yes,3
T04081,2025-04-16 00:00:00,2025-04-16 12:00:00,High,In Progress,Chat,Network Issue,A007,Angela Holmes,12,No,2
T04082,2025-03-19 00:00:00,2025-03-20 20:00:00,Low,Open,Chat,Access Request,A020,William Butler,44,No,4
T04083,2025-11-04 00:00:00,2025-11-06 02:00:00,Critical,In Progress,Email,Software Bug,A002,Rebecca Rogers,50,No,1
T04084,2026-01-31 00:00:00,2026-01-31 20:00:00,High,In Progress,Chat,Network Issue,A025,Theresa Perez,20,Yes,1
T04085,2025-04-07 00:00:00,2025-04-10 21:00:00,High,Resolved,Portal,Login Issue,A011,Eric Melton,93,Yes,1
T04086,2025-05-28 00:00:00,2025-05-31 13:00:00,Medium,In Progress,Phone,Login Issue,A001,Kristin Lee,85,Yes,2
T04087,2025-03-17 00:00:00,2025-03-21 22:00:00,High,Resolved,Phone,Login Issue,A009,David Jones,118,Yes,5
T04088,2025-05-24 00:00:00,2025-05-28 15:00:00,Critical,In Progress,Chat,Network Issue,A022,Larry Sheppard,111,No,1
T04089,2026-03-25 00:00:00,2026-03-29 11:00:00,Medium,Resolved,Email,Network Issue,A004,Scott Dixon,107,Yes,4
T04090,2025-08-07 00:00:00,2025-08-12 00:00:00,Medium,In Progress,Email,Network Issue,A016,Mr. Michael Martin,120,Yes,5
T04091,2025-09-15 00:00:00,2025-09-15 14:00:00,Low,Closed,Phone,Software Bug,A006,Austin Lee,14,No,1
T04092,2025-06-26 00:00:00,2025-06-28 12:00:00,Critical,In Progress,Chat,Software Bug,A017,Caleb Reyes,60,No,5
T04093,2025-08-20 00:00:00,2025-08-21 13:00:00,Medium,Closed,Phone,Software Bug,A017,Gabriel Harrison,37,Yes,3
T04094,2025-04-11 00:00:00,2025-04-15 00:00:00,Medium,Resolved,Chat,Software Bug,A024,Mark Patton,96,Yes,4
T04095,2025-03-07 00:00:00,2025-03-10 10:00:00,Medium,Resolved,Email,Login Issue,A015,Christina Hanson,82,Yes,3
T04096,2025-10-11 00:00:00,2025-10-11 04:00:00,Low,In Progress,Chat,Software Bug,A012,David Perez,4,Yes,3
T04097,2025-10-11 00:00:00,2025-10-14 23:00:00,Medium,Closed,Phone,Login Issue,A009,Aaron Gibbs,95,No,5
T04098,2025-07-23 00:00:00,2025-07-25 13:00:00,Critical,Closed,Email,Access Request,A005,Albert Lawrence,61,No,4
T04099,2025-06-03 00:00:00,2025-06-04 18:00:00,Critical,Open,Phone,Login Issue,A021,Abigail Butler,42,No,5
T04100,2025-06-10 00:00:00,2025-06-11 03:00:00,Medium,Closed,Chat,Access Request,A007,Stephen Williams,27,Yes,1
T04101,2025-07-10 00:00:00,2025-07-14 04:00:00,Critical,In Progress,Email,Login Issue,A016,Michael Bentley,100,No,2
T04102,2025-12-31 00:00:00,2026-01-04 20:00:00,High,Resolved,Phone,Login Issue,A021,Dennis Arnold,116,Yes,1
T04103,2025-01-08 00:00:00,2025-01-12 08:00:00,Low,Resolved,Chat,Software Bug,A005,Michael Conley,104,No,4
T04104,2025-06-06 00:00:00,2025-06-07 22:00:00,High,Resolved,Phone,Network Issue,A003,Diane Silva,46,No,4
T04105,2025-02-19 00:00:00,2025-02-23 08:00:00,High,In Progress,Phone,Network Issue,A009,Zachary Daugherty,104,No,1
T04106,2025-03-26 00:00:00,2025-03-29 08:00:00,Critical,Open,Email,Login Issue,A025,Emily Davis,80,Yes,4
T04107,2026-01-18 00:00:00,2026-01-19 03:00:00,Medium,Resolved,Chat,Access Request,A020,Tony Davis,27,No,3
T04108,2025-07-06 00:00:00,2025-07-09 23:00:00,High,Closed,Email,Access Request,A017,Christopher Deleon,95,Yes,5
T04109,2026-03-05 00:00:00,2026-03-10 00:00:00,Critical,Open,Phone,Login Issue,A012,Austin Moore,120,Yes,4
T04110,2025-09-13 00:00:00,2025-09-16 06:00:00,Medium,Closed,Portal,Network Issue,A017,Timothy Mitchell,78,Yes,3
T04111,2025-09-09 00:00:00,2025-09-13 20:00:00,Low,In Progress,Phone,Login Issue,A006,Tara Soto,116,Yes,3
T04112,2025-04-06 00:00:00,2025-04-07 06:00:00,High,Resolved,Email,Hardware Failure,A001,Lawrence Bennett,30,No,5
T04113,2025-08-19 00:00:00,2025-08-20 03:00:00,High,In Progress,Portal,Access Request,A015,Melissa Roberts MD,27,No,1
T04114,2025-08-24 00:00:00,2025-08-26 13:00:00,High,Open,Portal,Login Issue,A008,Jeff Gonzalez,61,No,4
T04115,2025-07-17 00:00:00,2025-07-19 05:00:00,Critical,Open,Email,Hardware Failure,A013,Stephanie Kelley,53,Yes,3
T04116,2025-03-24 00:00:00,2025-03-28 14:00:00,Medium,Open,Phone,Access Request,A005,Nicole Stephenson,110,Yes,5
T04117,2025-10-25 00:00:00,2025-10-29 11:00:00,Critical,In Progress,Portal,Access Request,A009,Joshua Williams,107,No,2
T04118,2025-03-10 00:00:00,2025-03-12 07:00:00,Medium,In Progress,Phone,Login Issue,A010,James Fox,55,No,3
T04119,2025-11-26 00:00:00,2025-11-29 04:00:00,Medium,Open,Portal,Hardware Failure,A022,Haley Wong,76,No,4
T04120,2025-01-17 00:00:00,2025-01-21 18:00:00,High,In Progress,Email,Network Issue,A007,Kathleen Jacobson,114,No,3
T04121,2025-12-01 00:00:00,2025-12-05 22:00:00,Medium,Resolved,Chat,Access Request,A018,Chad Perkins,118,Yes,3
T04122,2025-02-27 00:00:00,2025-03-01 19:00:00,Critical,Resolved,Email,Network Issue,A009,Parker Smith,67,Yes,3
T04123,2025-03-02 00:00:00,2025-03-02 04:00:00,Medium,Closed,Email,Hardware Failure,A025,Jason Miller,4,Yes,4
T04124,2025-06-07 00:00:00,2025-06-10 00:00:00,Critical,Resolved,Email,Login Issue,A023,Robert Clark,72,No,2
T04125,2026-01-08 00:00:00,2026-01-09 20:00:00,High,Resolved,Chat,Access Request,A009,Stacey Cuevas,44,Yes,5
T04126,2025-02-07 00:00:00,2025-02-10 08:00:00,Critical,In Progress,Email,Network Issue,A025,Shawn Watson,80,No,2
T04127,2025-04-10 00:00:00,2025-04-14 21:00:00,High,Closed,Phone,Hardware Failure,A013,Robert Gibbs,117,No,4
T04128,2025-08-07 00:00:00,2025-08-09 19:00:00,Critical,Closed,Chat,Access Request,A007,John Nicholson,67,No,4
T04129,2026-02-08 00:00:00,2026-02-11 00:00:00,Low,In Progress,Chat,Login Issue,A016,Terry Williams,72,No,4
T04130,2025-11-01 00:00:00,2025-11-01 10:00:00,High,In Progress,Email,Access Request,A021,Ashley Zavala,10,No,5
T04131,2025-04-02 00:00:00,2025-04-04 08:00:00,Medium,In Progress,Phone,Access Request,A020,Ian Little,56,Yes,4
T04132,2025-12-14 00:00:00,2025-12-18 08:00:00,Critical,Open,Chat,Login Issue,A002,Kenneth Ewing,104,Yes,4
T04133,2025-02-08 00:00:00,2025-02-08 11:00:00,Low,Resolved,Chat,Access Request,A001,Elizabeth Hernandez,11,No,2
T04134,2025-05-25 00:00:00,2025-05-26 00:00:00,Critical,Resolved,Portal,Access Request,A006,Rebecca Lopez,24,Yes,2
T04135,2025-05-14 00:00:00,2025-05-17 03:00:00,Low,Open,Email,Access Request,A013,Willie Clark,75,Yes,5
T04136,2026-02-14 00:00:00,2026-02-19 00:00:00,High,Closed,Email,Software Bug,A021,Marisa Pugh,120,Yes,4
T04137,2025-06-25 00:00:00,2025-06-29 20:00:00,Medium,Open,Portal,Hardware Failure,A020,John Wilson,116,No,4
T04138,2025-08-25 00:00:00,2025-08-28 14:00:00,Critical,Closed,Phone,Login Issue,A019,Heather Jones,86,No,2
T04139,2025-03-02 00:00:00,2025-03-02 06:00:00,Medium,Closed,Phone,Hardware Failure,A010,Stephanie Ibarra,6,Yes,2
T04140,2025-12-12 00:00:00,2025-12-12 23:00:00,High,Closed,Portal,Network Issue,A009,Ryan Jones,23,No,1
T04141,2025-11-14 00:00:00,2025-11-16 13:00:00,High,Resolved,Portal,Access Request,A007,Julie Torres,61,Yes,1
T04142,2026-01-29 00:00:00,2026-02-02 17:00:00,Critical,Open,Email,Login Issue,A022,James Hall,113,No,4
T04143,2025-06-07 00:00:00,2025-06-10 15:00:00,Low,Closed,Portal,Network Issue,A021,John Randall,87,Yes,5
T04144,2026-01-09 00:00:00,2026-01-13 12:00:00,Low,Closed,Chat,Hardware Failure,A017,Zachary Burke,108,No,4
T04145,2026-01-22 00:00:00,2026-01-22 09:00:00,High,Closed,Phone,Software Bug,A017,Barbara Wood,9,No,1
T04146,2025-09-03 00:00:00,2025-09-07 15:00:00,High,In Progress,Phone,Hardware Failure,A009,Lindsay Mcintosh,111,No,5
T04147,2025-09-12 00:00:00,2025-09-12 07:00:00,Critical,In Progress,Phone,Hardware Failure,A013,Lisa Johnson,7,No,2
T04148,2025-12-03 00:00:00,2025-12-05 07:00:00,Critical,Resolved,Chat,Access Request,A015,Reginald Morgan,55,No,3
T04149,2025-07-17 00:00:00,2025-07-20 08:00:00,High,Closed,Email,Software Bug,A012,Heidi Williams,80,Yes,3
T04150,2025-05-21 00:00:00,2025-05-25 14:00:00,High,Resolved,Email,Network Issue,A009,Allison Wheeler,110,Yes,4
T04151,2026-02-01 00:00:00,2026-02-02 23:00:00,Critical,Closed,Phone,Access Request,A021,Sharon Callahan,47,Yes,2
T04152,2025-10-14 00:00:00,2025-10-17 21:00:00,Critical,Resolved,Phone,Access Request,A009,Calvin Gonzales,93,No,3
T04153,2026-03-26 00:00:00,2026-03-26 04:00:00,Critical,Resolved,Chat,Access Request,A002,Cindy Riley,4,No,2
T04154,2025-09-26 00:00:00,2025-09-26 01:00:00,Medium,In Progress,Phone,Access Request,A012,Michael Brown,1,No,3
T04155,2025-10-25 00:00:00,2025-10-26 01:00:00,Low,In Progress,Portal,Access Request,A013,Mark George,25,No,2
T04156,2026-01-15 00:00:00,2026-01-17 20:00:00,High,Open,Portal,Network Issue,A015,Candace Rose,68,Yes,1
T04157,2025-01-29 00:00:00,2025-02-02 07:00:00,Low,Resolved,Email,Hardware Failure,A007,Brian Johnson,103,Yes,3
T04158,2026-02-20 00:00:00,2026-02-23 19:00:00,Low,Resolved,Email,Login Issue,A024,Scott Parker,91,Yes,3
T04159,2025-07-28 00:00:00,2025-07-29 23:00:00,Medium,Closed,Portal,Network Issue,A007,Kimberly Porter,47,No,5
T04160,2025-07-22 00:00:00,2025-07-24 12:00:00,Critical,Resolved,Portal,Hardware Failure,A024,Adrienne Martin,60,Yes,3
T04161,2025-05-07 00:00:00,2025-05-08 04:00:00,Critical,In Progress,Portal,Software Bug,A004,Susan Mason,28,No,2
T04162,2025-11-01 00:00:00,2025-11-01 19:00:00,High,Open,Email,Login Issue,A001,Dale Strickland,19,Yes,1
T04163,2025-11-18 00:00:00,2025-11-20 15:00:00,Low,Closed,Email,Access Request,A011,Lisa Gutierrez,63,Yes,4
T04164,2025-07-20 00:00:00,2025-07-21 15:00:00,High,Closed,Portal,Access Request,A021,Natalie Wilson,39,No,5
T04165,2025-04-14 00:00:00,2025-04-16 19:00:00,Medium,Open,Portal,Login Issue,A009,Ashley Diaz,67,No,2
T04166,2025-04-21 00:00:00,2025-04-25 18:00:00,Critical,Resolved,Chat,Hardware Failure,A017,Patrick Henry,114,Yes,3
T04167,2026-03-14 00:00:00,2026-03-15 20:00:00,High,In Progress,Portal,Login Issue,A006,Charles Lee,44,No,1
T04168,2025-01-15 00:00:00,2025-01-18 21:00:00,Critical,Resolved,Portal,Hardware Failure,A002,Lauren Gray,93,No,4
T04169,2025-02-13 00:00:00,2025-02-16 10:00:00,Low,In Progress,Phone,Network Issue,A024,Michael Meyer,82,No,5
T04170,2025-02-18 00:00:00,2025-02-22 15:00:00,Low,In Progress,Phone,Hardware Failure,A015,Terry Friedman,111,No,2
T04171,2025-07-06 00:00:00,2025-07-09 05:00:00,High,Open,Phone,Network Issue,A016,Aaron Ryan,77,No,5
T04172,2025-09-14 00:00:00,2025-09-16 10:00:00,High,Open,Portal,Access Request,A003,Nicholas Silva,58,Yes,1
T04173,2025-11-18 00:00:00,2025-11-22 07:00:00,High,Open,Email,Hardware Failure,A009,Nicole Thomas,103,Yes,4
T04174,2025-09-11 00:00:00,2025-09-11 05:00:00,Medium,Resolved,Portal,Access Request,A024,Kevin Coleman,5,No,4
T04175,2025-09-20 00:00:00,2025-09-21 02:00:00,Medium,Resolved,Chat,Hardware Failure,A007,Melanie Valdez,26,No,1
T04176,2026-03-20 00:00:00,2026-03-21 19:00:00,Low,Resolved,Chat,Access Request,A005,Michele Bryant,43,No,3
T04177,2025-04-05 00:00:00,2025-04-07 18:00:00,Low,In Progress,Email,Hardware Failure,A018,Robert Campos,66,Yes,1
T04178,2026-02-10 00:00:00,2026-02-13 13:00:00,High,In Progress,Email,Hardware Failure,A016,Robin Ramos,85,No,4
T04179,2026-01-18 00:00:00,2026-01-21 08:00:00,High,Resolved,Chat,Login Issue,A018,Steven Hahn,80,No,5
T04180,2026-01-16 00:00:00,2026-01-19 04:00:00,Low,In Progress,Phone,Login Issue,A015,Eddie Walker,76,No,2
T04181,2025-08-12 00:00:00,2025-08-12 01:00:00,Medium,Closed,Email,Login Issue,A024,Virginia Rodgers,1,No,3
T04182,2025-03-23 00:00:00,2025-03-24 03:00:00,Medium,Closed,Portal,Network Issue,A008,Jeffrey Cunningham,27,Yes,1
T04183,2025-11-04 00:00:00,2025-11-08 10:00:00,Medium,Resolved,Portal,Software Bug,A009,Teresa Butler,106,Yes,2
T04184,2025-05-06 00:00:00,2025-05-06 04:00:00,Low,Resolved,Chat,Login Issue,A006,Ruth Mckinney,4,No,4
T04185,2025-04-17 00:00:00,2025-04-21 23:00:00,Low,Open,Phone,Access Request,A012,Jennifer Ramirez,119,Yes,2
T04186,2025-02-17 00:00:00,2025-02-20 00:00:00,Low,Open,Chat,Network Issue,A007,Cassandra Blackwell,72,Yes,3
T04187,2025-12-07 00:00:00,2025-12-09 21:00:00,Low,Closed,Phone,Login Issue,A010,Barbara Buck,69,Yes,2
T04188,2026-02-05 00:00:00,2026-02-08 17:00:00,Medium,Open,Chat,Software Bug,A017,Austin Taylor,89,No,1
T04189,2025-12-29 00:00:00,2025-12-31 10:00:00,High,Closed,Portal,Access Request,A015,Stephen Lopez,58,Yes,2
T04190,2025-10-28 00:00:00,2025-11-01 08:00:00,Medium,Resolved,Chat,Software Bug,A008,Erica Morris DVM,104,Yes,5
T04191,2025-07-11 00:00:00,2025-07-15 14:00:00,Medium,Closed,Phone,Network Issue,A025,Frances Kelly,110,Yes,1
T04192,2025-08-12 00:00:00,2025-08-17 00:00:00,Medium,Resolved,Email,Access Request,A011,Michael Hobbs,120,Yes,3
T04193,2026-03-22 00:00:00,2026-03-23 23:00:00,Critical,Closed,Email,Software Bug,A011,Walter Fletcher,47,Yes,3
T04194,2025-05-05 00:00:00,2025-05-05 07:00:00,Low,Closed,Chat,Software Bug,A009,Angela Shea,7,No,5
T04195,2025-07-18 00:00:00,2025-07-18 14:00:00,Low,Resolved,Chat,Access Request,A024,Robert Pitts,14,Yes,3
T04196,2026-01-01 00:00:00,2026-01-05 13:00:00,Low,In Progress,Chat,Software Bug,A014,Kathleen Mueller,109,No,3
T04197,2025-01-22 00:00:00,2025-01-23 07:00:00,Low,Closed,Portal,Access Request,A012,Daniel Jones,31,No,3
T04198,2026-02-06 00:00:00,2026-02-07 22:00:00,Medium,Resolved,Chat,Access Request,A017,Stacy Anderson,46,Yes,5
T04199,2026-03-16 00:00:00,2026-03-16 08:00:00,Medium,In Progress,Portal,Hardware Failure,A025,Edward Baldwin,8,No,5
T04200,2025-06-03 00:00:00,2025-06-05 10:00:00,Critical,Closed,Chat,Software Bug,A019,Samantha Petty DDS,58,Yes,4
T04201,2025-07-09 00:00:00,2025-07-10 13:00:00,Medium,In Progress,Portal,Network Issue,A010,Jerry Oconnor,37,Yes,1
T04202,2025-09-05 00:00:00,2025-09-08 05:00:00,Low,Open,Portal,Login Issue,A023,Melissa Patel,77,No,4
T04203,2026-03-24 00:00:00,2026-03-25 19:00:00,High,Resolved,Portal,Hardware Failure,A009,Penny Williams,43,Yes,3
T04204,2025-08-12 00:00:00,2025-08-14 07:00:00,Medium,Resolved,Portal,Hardware Failure,A004,Brooke Norton,55,Yes,2
T04205,2025-06-18 00:00:00,2025-06-19 23:00:00,Medium,Resolved,Email,Network Issue,A025,Kevin Bell,47,No,5
T04206,2025-08-09 00:00:00,2025-08-11 10:00:00,Low,Closed,Chat,Login Issue,A005,Mark Howell,58,Yes,3
T04207,2025-09-09 00:00:00,2025-09-09 19:00:00,Critical,Resolved,Phone,Login Issue,A010,Kimberly Noble,19,No,4
T04208,2025-02-27 00:00:00,2025-03-02 17:00:00,High,Open,Portal,Login Issue,A002,Tiffany Daniels,89,No,2
T04209,2025-05-25 00:00:00,2025-05-26 23:00:00,Medium,Resolved,Chat,Software Bug,A020,Edward Rodriguez,47,No,3
T04210,2026-03-02 00:00:00,2026-03-03 23:00:00,Medium,Open,Portal,Access Request,A022,Rebecca Reilly,47,Yes,4
T04211,2025-04-15 00:00:00,2025-04-17 00:00:00,Critical,Closed,Email,Access Request,A020,Doris Perez,48,No,4
T04212,2026-01-24 00:00:00,2026-01-24 01:00:00,Low,Open,Portal,Login Issue,A010,Holly Jones,1,Yes,3
T04213,2025-02-10 00:00:00,2025-02-12 13:00:00,High,Resolved,Portal,Access Request,A011,Mark Saunders,61,Yes,1
T04214,2025-02-17 00:00:00,2025-02-20 09:00:00,Critical,In Progress,Phone,Hardware Failure,A018,Nicole Villanueva MD,81,No,5
T04215,2025-01-24 00:00:00,2025-01-28 04:00:00,Medium,Open,Portal,Login Issue,A017,Lisa Gonzalez,100,No,5
T04216,2025-11-27 00:00:00,2025-11-30 15:00:00,Low,Open,Chat,Software Bug,A025,Glenn Daniel,87,Yes,1
T04217,2025-11-02 00:00:00,2025-11-02 11:00:00,Low,Resolved,Phone,Network Issue,A002,Evan Pena,11,Yes,1
T04218,2025-07-27 00:00:00,2025-07-28 13:00:00,Low,In Progress,Phone,Network Issue,A019,Amber Alexander,37,No,1
T04219,2025-05-05 00:00:00,2025-05-07 16:00:00,Low,In Progress,Email,Network Issue,A018,David Bentley,64,No,5
T04220,2025-09-23 00:00:00,2025-09-23 22:00:00,Medium,Resolved,Chat,Hardware Failure,A017,Kenneth Kelly,22,Yes,1
T04221,2026-01-21 00:00:00,2026-01-25 01:00:00,Critical,Closed,Portal,Network Issue,A024,Michael Gonzalez,97,No,4
T04222,2026-03-27 00:00:00,2026-03-31 12:00:00,Low,In Progress,Chat,Access Request,A023,Dwayne Bennett,108,Yes,2
T04223,2025-04-06 00:00:00,2025-04-07 14:00:00,Critical,Closed,Chat,Hardware Failure,A009,Roberto Medina,38,Yes,2
T04224,2026-01-08 00:00:00,2026-01-12 09:00:00,High,Resolved,Email,Software Bug,A015,Chris Harris,105,Yes,4
T04225,2026-01-28 00:00:00,2026-01-31 16:00:00,Critical,Closed,Portal,Network Issue,A015,Jasmine Robinson,88,No,2
T04226,2025-09-23 00:00:00,2025-09-23 12:00:00,Critical,Closed,Chat,Software Bug,A020,Theresa Lowe,12,Yes,5
T04227,2025-06-09 00:00:00,2025-06-11 02:00:00,Critical,Open,Chat,Software Bug,A013,George Roach,50,Yes,5
T04228,2026-02-11 00:00:00,2026-02-14 01:00:00,High,In Progress,Email,Software Bug,A011,Michelle Smith,73,No,5
T04229,2025-07-26 00:00:00,2025-07-27 16:00:00,Medium,Resolved,Email,Network Issue,A021,Jordan Hunter,40,No,2
T04230,2026-02-10 00:00:00,2026-02-14 06:00:00,Low,Closed,Chat,Access Request,A013,Tyler Austin,102,No,5
T04231,2025-08-03 00:00:00,2025-08-06 14:00:00,Low,Open,Phone,Network Issue,A019,Christopher Flowers,86,Yes,5
T04232,2025-05-05 00:00:00,2025-05-08 14:00:00,High,Closed,Portal,Network Issue,A006,Jessica Wallace,86,Yes,2
T04233,2025-04-26 00:00:00,2025-04-28 12:00:00,Medium,Closed,Chat,Login Issue,A013,Anthony Lee,60,Yes,2
